Summary,Precipitation Type,Temperature,Humidity
Partly Cloudy,rain,9.8,0.52
Partly Cloudy,rain,9.9,0.46
Partly Cloudy,rain,8.9,0.53
Partly Cloudy,rain,8.0,0.51
Partly Cloudy,rain,4.1,0.68
Clear,rain,2.3,0.71
Clear,rain,1.6,0.75
Clear,snow,-0.9,0.87
Clear,snow,-0.5,0.87
Clear,rain,0.1,0.87
Clear,snow,-0.6,0.85
Overcast,snow,-7.1,0.96
Overcast,snow,-7.1,0.96
Overcast,snow,-7.1,1.0
Foggy,snow,-6.6,0.96
Foggy,snow,-6.5,0.96
Foggy,snow,-6.0,0.93
Foggy,snow,-6.0,1.0
Foggy,snow,-6.1,0.93
Foggy,snow,-6.0,1.0
Foggy,snow,-6.0,1.0
Foggy,snow,-5.0,0.93
Foggy,snow,-4.9,1.0
Foggy,snow,-3.8,0.93
Foggy,snow,-4.0,0.99
Foggy,snow,-3.8,1.0
Foggy,snow,-3.8,0.93
Foggy,snow,-4.9,0.99
Foggy,snow,-5.9,1.0
Foggy,snow,-5.9,0.93
Foggy,snow,-6.1,0.99
Foggy,snow,-5.9,0.93
Foggy,snow,-5.9,0.96
Foggy,snow,-6.0,0.99
Foggy,snow,-5.4,0.96
Partly Cloudy,rain,4.0,0.96
Foggy,rain,2.0,0.99
Clear,rain,2.9,0.96
Clear,rain,2.3,0.96
Mostly Cloudy,rain,1.8,0.99
Foggy,rain,1.2,1.0
Clear,rain,1.3,1.0
Partly Cloudy,rain,1.1,0.93
Mostly Cloudy,rain,1.2,1.0
Mostly Cloudy,rain,2.9,0.96
Mostly Cloudy,rain,5.1,0.93
Mostly Cloudy,rain,7.4,0.86
Mostly Cloudy,rain,8.9,0.83
Mostly Cloudy,rain,10.1,0.84
Mostly Cloudy,rain,10.8,0.8
Mostly Cloudy,rain,9.8,0.86
Overcast,rain,9.6,0.86
Overcast,rain,7.5,0.95
Overcast,rain,6.9,0.93
Overcast,rain,5.3,0.99
Partly Cloudy,rain,3.8,0.93
Partly Cloudy,rain,3.3,1.0
Partly Cloudy,rain,3.0,0.99
Foggy,rain,2.2,0.96
Foggy,rain,1.7,1.0
Mostly Cloudy,rain,4.1,0.91
Foggy,rain,1.7,0.96
Foggy,rain,1.7,1.0
Foggy,rain,2.2,0.96
Foggy,rain,1.2,1.0
Foggy,rain,1.2,1.0
Foggy,rain,1.4,0.99
Foggy,rain,2.2,0.93
Foggy,rain,2.7,1.0
Overcast,rain,4.8,0.99
Overcast,rain,6.0,0.94
Overcast,rain,6.1,0.94
Overcast,rain,7.2,0.93
Overcast,rain,7.2,0.93
Overcast,rain,7.7,0.89
Overcast,rain,7.2,0.87
Overcast,rain,7.1,0.87
Overcast,rain,6.0,0.93
Mostly Cloudy,rain,5.0,0.93
Overcast,rain,5.0,0.94
Mostly Cloudy,rain,4.4,0.93
Mostly Cloudy,rain,4.5,0.92
Overcast,rain,4.5,0.93
Mostly Cloudy,rain,4.4,0.9
Partly Cloudy,rain,1.7,0.99
Overcast,rain,3.9,0.96
Mostly Cloudy,rain,3.9,0.96
Overcast,rain,4.0,0.99
Mostly Cloudy,rain,3.9,1.0
Mostly Cloudy,rain,3.9,0.93
Mostly Cloudy,rain,3.9,0.92
Mostly Cloudy,rain,3.9,0.93
Mostly Cloudy,rain,5.0,0.87
Overcast,rain,5.1,0.93
Mostly Cloudy,rain,6.0,0.87
Overcast,rain,6.0,0.86
Mostly Cloudy,rain,6.2,0.92
Mostly Cloudy,rain,7.3,0.92
Mostly Cloudy,rain,7.3,0.86
Partly Cloudy,rain,5.4,0.91
Partly Cloudy,rain,3.0,0.99
Partly Cloudy,rain,2.4,0.99
Partly Cloudy,rain,2.6,0.99
Partly Cloudy,rain,2.3,1.0
Partly Cloudy,rain,1.7,1.0
Partly Cloudy,rain,0.8,0.99
Partly Cloudy,rain,1.1,1.0
Partly Cloudy,rain,0.6,1.0
Foggy,rain,3.2,0.99
Mostly Cloudy,rain,1.0,1.0
Mostly Cloudy,rain,0.1,1.0
Foggy,snow,-0.4,0.99
Foggy,rain,0.1,1.0
Foggy,rain,0.1,1.0
Foggy,rain,0.0,1.0
Foggy,rain,0.1,1.0
Foggy,rain,0.2,0.99
Foggy,rain,1.2,0.99
Overcast,rain,2.3,1.0
Overcast,rain,2.9,1.0
Overcast,rain,3.9,1.0
Overcast,rain,4.0,0.92
Overcast,rain,4.0,0.99
Foggy,rain,4.0,0.99
Foggy,rain,4.0,1.0
Foggy,rain,5.0,0.93
Foggy,rain,4.8,0.99
Mostly Cloudy,rain,4.0,1.0
Mostly Cloudy,rain,3.9,1.0
Foggy,rain,4.4,0.96
Foggy,rain,4.5,1.0
Foggy,rain,4.5,1.0
Mostly Cloudy,rain,4.4,0.93
Foggy,rain,4.0,1.0
Foggy,rain,4.0,1.0
Foggy,rain,4.4,1.0
Foggy,rain,5.1,1.0
Foggy,rain,5.1,1.0
Foggy,rain,5.0,0.99
Foggy,rain,6.1,1.0
Mostly Cloudy,rain,7.2,0.93
Mostly Cloudy,rain,7.7,0.95
Mostly Cloudy,rain,9.0,0.93
Mostly Cloudy,rain,11.2,0.86
Mostly Cloudy,rain,11.0,0.86
Mostly Cloudy,rain,12.2,0.8
Mostly Cloudy,rain,11.1,0.86
Mostly Cloudy,rain,10.9,0.86
Mostly Cloudy,rain,10.1,0.92
Mostly Cloudy,rain,10.0,0.92
Mostly Cloudy,rain,8.9,0.89
Mostly Cloudy,rain,7.9,0.95
Partly Cloudy,rain,7.3,0.93
Partly Cloudy,rain,6.0,0.95
Partly Cloudy,rain,5.6,0.96
Partly Cloudy,rain,4.5,0.96
Partly Cloudy,rain,5.7,0.85
Partly Cloudy,rain,2.3,0.96
Partly Cloudy,rain,3.3,0.96
Partly Cloudy,rain,2.9,0.96
Partly Cloudy,rain,2.4,1.0
Mostly Cloudy,rain,2.4,1.0
Mostly Cloudy,rain,2.8,0.99
Mostly Cloudy,rain,5.0,0.93
Mostly Cloudy,rain,7.1,1.0
Mostly Cloudy,rain,8.4,0.9
Mostly Cloudy,rain,9.9,0.83
Mostly Cloudy,rain,11.0,0.71
Mostly Cloudy,rain,12.1,0.66
Mostly Cloudy,rain,11.2,0.71
Breezy and Partly Cloudy,rain,11.1,0.71
Partly Cloudy,rain,11.0,0.71
Breezy and Partly Cloudy,rain,10.0,0.71
Partly Cloudy,rain,8.9,0.77
Breezy and Partly Cloudy,rain,8.8,0.76
Breezy and Partly Cloudy,rain,7.8,0.76
Breezy and Partly Cloudy,rain,8.3,0.74
Partly Cloudy,rain,7.7,0.76
Partly Cloudy,rain,7.2,0.76
Partly Cloudy,rain,6.7,0.79
Foggy,rain,2.9,0.96
Partly Cloudy,rain,5.6,0.82
Partly Cloudy,rain,4.0,0.88
Partly Cloudy,rain,3.9,0.89
Partly Cloudy,rain,2.3,0.99
Partly Cloudy,rain,1.2,0.99
Foggy,rain,0.5,0.98
Partly Cloudy,rain,1.1,0.92
Partly Cloudy,rain,3.9,0.92
Partly Cloudy,rain,6.1,0.86
Partly Cloudy,rain,7.8,0.76
Mostly Cloudy,rain,9.0,0.71
Mostly Cloudy,rain,9.9,0.69
Mostly Cloudy,rain,10.0,0.66
Mostly Cloudy,rain,10.0,0.66
Mostly Cloudy,rain,9.0,0.74
Mostly Cloudy,rain,7.8,0.83
Mostly Cloudy,rain,6.0,0.86
Partly Cloudy,rain,4.9,0.93
Partly Cloudy,rain,3.8,0.92
Partly Cloudy,rain,3.2,0.96
Clear,rain,2.3,0.99
Clear,rain,2.1,0.96
Foggy,rain,2.1,1.0
Foggy,rain,1.3,1.0
Foggy,rain,1.0,1.0
Foggy,rain,1.1,1.0
Foggy,rain,1.0,1.0
Foggy,rain,1.0,0.93
Foggy,snow,0.0,0.93
Foggy,snow,-0.8,0.99
Foggy,rain,1.1,1.0
Foggy,rain,2.8,0.96
Clear,rain,5.1,0.92
Partly Cloudy,rain,7.8,0.83
Partly Cloudy,rain,10.1,0.76
Partly Cloudy,rain,10.2,0.74
Partly Cloudy,rain,11.2,0.71
Partly Cloudy,rain,11.1,0.71
Partly Cloudy,rain,8.1,0.81
Partly Cloudy,rain,6.0,0.93
Partly Cloudy,rain,5.9,0.93
Partly Cloudy,rain,4.8,0.93
Partly Cloudy,rain,3.9,0.93
Partly Cloudy,rain,4.3,0.96
Partly Cloudy,rain,2.9,0.99
Partly Cloudy,rain,1.2,1.0
Partly Cloudy,rain,1.2,1.0
Overcast,rain,2.9,0.99
Foggy,rain,0.6,1.0
Foggy,rain,0.0,1.0
Foggy,rain,0.1,0.99
Foggy,rain,0.1,1.0
Foggy,rain,0.1,1.0
Foggy,snow,-0.0,0.99
Foggy,rain,1.1,0.93
Foggy,rain,1.2,1.0
Foggy,rain,1.1,1.0
Foggy,rain,2.3,1.0
Foggy,rain,2.3,1.0
Foggy,rain,2.8,0.99
Foggy,rain,2.9,1.0
Foggy,rain,2.9,1.0
Foggy,rain,2.9,1.0
Foggy,rain,2.9,1.0
Overcast,rain,2.8,1.0
Overcast,rain,2.8,0.99
Overcast,rain,2.7,1.0
Overcast,rain,3.2,1.0
Overcast,rain,3.1,0.99
Overcast,rain,3.2,1.0
Overcast,rain,3.2,1.0
Foggy,rain,2.6,0.97
Overcast,rain,3.2,1.0
Overcast,rain,3.2,1.0
Foggy,rain,3.1,0.96
Foggy,rain,2.7,1.0
Foggy,rain,2.7,1.0
Foggy,rain,2.6,1.0
Foggy,rain,2.7,1.0
Overcast,rain,2.7,1.0
Overcast,rain,2.7,0.99
Overcast,rain,3.8,0.93
Mostly Cloudy,rain,3.8,0.93
Mostly Cloudy,rain,3.8,0.92
Overcast,rain,3.8,0.93
Overcast,rain,3.8,0.93
Overcast,rain,3.8,0.93
Overcast,rain,3.8,0.92
Overcast,rain,3.8,0.92
Overcast,rain,3.7,0.92
Overcast,rain,3.8,0.93
Overcast,rain,3.2,0.96
Overcast,rain,3.2,0.99
Foggy,rain,3.3,1.0
Foggy,snow,-5.4,0.96
Foggy,snow,-6.3,0.99
Foggy,snow,-5.9,1.0
Foggy,snow,-5.9,0.96
Foggy,snow,-5.5,0.96
Foggy,snow,-4.9,1.0
Foggy,snow,-4.9,1.0
Foggy,snow,-4.1,0.99
Foggy,snow,-3.9,1.0
Foggy,snow,-3.9,1.0
Foggy,snow,-2.5,0.99
Foggy,snow,-2.2,1.0
Foggy,snow,-2.1,1.0
Foggy,snow,-2.0,0.99
Foggy,snow,-2.1,1.0
Foggy,snow,-2.1,1.0
Foggy,snow,-2.0,0.99
Foggy,snow,-2.1,1.0
Foggy,snow,-2.1,1.0
Foggy,snow,-2.1,0.96
Foggy,snow,-2.7,1.0
Foggy,snow,-3.2,1.0
Foggy,snow,-4.0,0.99
Foggy,snow,-4.5,0.96
Foggy,rain,3.3,1.0
Overcast,rain,1.4,0.9
Overcast,rain,2.2,0.96
Overcast,rain,1.7,1.0
Overcast,rain,1.7,0.96
Overcast,rain,1.2,1.0
Overcast,rain,2.2,1.0
Overcast,rain,2.0,0.99
Overcast,rain,2.1,1.0
Overcast,rain,2.1,1.0
Overcast,rain,2.2,0.93
Overcast,rain,2.2,1.0
Mostly Cloudy,rain,2.7,0.96
Mostly Cloudy,rain,2.8,0.96
Mostly Cloudy,rain,2.8,0.96
Mostly Cloudy,rain,2.8,0.9
Overcast,rain,2.8,0.96
Overcast,rain,2.2,0.93
Overcast,rain,2.2,0.93
Overcast,rain,2.1,0.93
Mostly Cloudy,rain,2.1,0.93
Overcast,rain,1.6,1.0
Overcast,rain,1.5,0.96
Overcast,rain,1.6,0.96
Overcast,rain,1.6,0.92
Overcast,rain,0.6,0.85
Overcast,rain,1.1,0.92
Overcast,rain,0.6,0.92
Overcast,rain,1.1,0.87
Overcast,rain,1.1,0.86
Overcast,rain,1.1,0.86
Overcast,rain,1.0,0.86
Overcast,rain,1.1,0.79
Mostly Cloudy,rain,1.1,0.79
Mostly Cloudy,rain,2.0,0.73
Mostly Cloudy,rain,2.2,0.73
Mostly Cloudy,rain,2.2,0.72
Overcast,rain,2.2,0.73
Overcast,rain,2.3,0.72
Overcast,rain,2.2,0.78
Overcast,rain,2.1,0.72
Overcast,rain,2.1,0.72
Overcast,rain,2.1,0.7
Overcast,rain,1.1,0.78
Overcast,rain,0.1,0.84
Overcast,rain,0.6,0.78
Overcast,rain,0.5,0.81
Overcast,rain,0.6,0.81
Overcast,rain,0.6,0.78
Overcast,snow,-1.0,0.85
Overcast,rain,0.5,0.84
Overcast,rain,0.5,0.82
Overcast,snow,-0.1,0.89
Overcast,snow,-1.1,0.99
Overcast,snow,-1.1,0.91
Overcast,snow,-1.1,0.91
Overcast,snow,-1.1,0.91
Overcast,snow,-1.0,0.91
Overcast,snow,-0.9,0.9
Overcast,rain,0.1,0.84
Mostly Cloudy,rain,0.1,0.9
Mostly Cloudy,rain,0.1,0.83
Mostly Cloudy,rain,1.2,0.77
Mostly Cloudy,rain,1.2,0.77
Mostly Cloudy,rain,1.0,0.78
Overcast,rain,1.0,0.78
Overcast,rain,0.9,0.78
Overcast,rain,0.8,0.78
Overcast,snow,-0.1,0.85
Overcast,snow,-0.1,0.85
Overcast,snow,-0.1,0.82
Overcast,snow,-0.7,0.81
Overcast,snow,-1.2,0.85
Overcast,snow,-1.5,0.96
Partly Cloudy,snow,-1.8,0.85
Partly Cloudy,snow,-1.8,0.85
Partly Cloudy,snow,-2.3,0.85
Partly Cloudy,snow,-2.5,0.82
Partly Cloudy,snow,-2.9,0.85
Partly Cloudy,snow,-2.9,0.86
Partly Cloudy,snow,-2.9,0.85
Mostly Cloudy,snow,-2.3,0.81
Mostly Cloudy,snow,-2.1,0.8
Mostly Cloudy,snow,-0.1,0.75
Partly Cloudy,rain,1.1,0.69
Partly Cloudy,rain,0.9,0.73
Mostly Cloudy,rain,1.1,0.69
Partly Cloudy,rain,1.1,0.69
Partly Cloudy,rain,0.1,0.73
Partly Cloudy,snow,-1.0,0.81
Partly Cloudy,snow,-2.1,0.87
Partly Cloudy,snow,-2.1,0.88
Partly Cloudy,snow,-2.6,0.91
Partly Cloudy,snow,-2.7,0.92
Mostly Cloudy,snow,-1.7,0.91
Overcast,snow,-1.6,0.95
Overcast,snow,-1.6,0.96
Foggy,snow,-5.7,0.99
Foggy,snow,-1.6,1.0
Overcast,snow,-1.6,1.0
Overcast,snow,-1.6,0.99
Overcast,snow,-1.1,1.0
Foggy,snow,-1.1,0.92
Overcast,snow,-2.0,0.99
Mostly Cloudy,snow,-2.2,1.0
Mostly Cloudy,snow,-1.1,0.92
Partly Cloudy,snow,-1.0,0.91
Partly Cloudy,rain,0.1,0.81
Partly Cloudy,rain,0.1,0.75
Partly Cloudy,rain,0.9,0.69
Partly Cloudy,rain,1.1,0.69
Mostly Cloudy,rain,0.1,0.75
Mostly Cloudy,snow,-0.1,0.74
Mostly Cloudy,snow,-1.1,0.82
Mostly Cloudy,snow,-1.2,0.82
Mostly Cloudy,snow,-2.4,0.83
Partly Cloudy,snow,-2.7,0.86
Partly Cloudy,snow,-3.3,0.93
Partly Cloudy,snow,-5.3,0.96
Partly Cloudy,snow,-6.0,1.0
Partly Cloudy,snow,-7.6,0.99
Mostly Cloudy,snow,-5.4,0.96
Foggy,snow,-6.7,0.96
Foggy,snow,-8.3,1.0
Foggy,snow,-7.1,0.96
Foggy,snow,-7.3,0.96
Foggy,snow,-7.3,0.96
Foggy,snow,-8.4,0.98
Partly Cloudy,snow,-7.3,0.96
Clear,snow,-4.9,0.99
Partly Cloudy,snow,-2.8,0.96
Partly Cloudy,snow,-2.1,0.87
Partly Cloudy,snow,-0.0,0.69
Mostly Cloudy,snow,-1.0,0.79
Partly Cloudy,snow,-1.0,0.8
Partly Cloudy,snow,-2.0,0.94
Partly Cloudy,snow,-2.5,0.88
Mostly Cloudy,snow,-3.6,0.98
Overcast,snow,-3.6,0.91
Foggy,snow,-4.8,0.99
Overcast,snow,-4.7,0.99
Overcast,snow,-4.8,0.96
Overcast,snow,-5.2,0.99
Overcast,snow,-5.3,0.99
Overcast,snow,-5.3,0.95
Overcast,snow,-2.7,0.95
Overcast,snow,-5.3,0.95
Mostly Cloudy,snow,-5.3,0.95
Mostly Cloudy,snow,-5.3,0.96
Overcast,snow,-4.9,0.93
Overcast,snow,-4.9,0.93
Overcast,snow,-4.9,0.93
Overcast,snow,-3.8,0.92
Foggy,snow,-3.8,0.93
Foggy,snow,-3.7,0.99
Overcast,snow,-2.7,0.92
Mostly Cloudy,snow,-2.1,0.88
Partly Cloudy,snow,-1.1,0.83
Partly Cloudy,snow,-1.0,0.88
Mostly Cloudy,snow,-1.0,0.88
Mostly Cloudy,snow,-1.0,0.88
Partly Cloudy,snow,-2.1,0.89
Mostly Cloudy,snow,-2.1,0.88
Overcast,snow,-2.1,0.95
Overcast,snow,-2.2,0.96
Overcast,snow,-2.2,0.96
Overcast,snow,-1.6,0.93
Overcast,snow,-1.7,0.93
Overcast,snow,-2.7,0.93
Mostly Cloudy,snow,-2.3,0.93
Foggy,snow,-2.2,0.96
Foggy,snow,-2.2,0.96
Foggy,snow,-2.2,0.96
Foggy,snow,-2.2,1.0
Foggy,snow,-2.2,1.0
Foggy,snow,-2.1,0.99
Foggy,snow,-2.2,0.96
Foggy,snow,-1.1,0.92
Overcast,snow,-1.1,0.93
Mostly Cloudy,snow,-0.1,0.93
Partly Cloudy,rain,1.0,0.86
Overcast,snow,-0.0,0.92
Overcast,snow,-0.1,0.92
Overcast,snow,-0.1,0.86
Overcast,snow,-1.0,0.92
Overcast,snow,-2.2,1.0
Overcast,snow,-2.3,0.96
Overcast,snow,-2.2,0.96
Overcast,snow,-2.2,0.96
Overcast,snow,-1.8,0.92
Overcast,snow,-1.4,0.9
Overcast,snow,-1.9,0.93
Overcast,snow,-1.9,0.93
Foggy,snow,-5.7,0.95
Mostly Cloudy,snow,-3.5,0.92
Partly Cloudy,snow,-4.0,0.92
Partly Cloudy,snow,-4.5,0.93
Clear,snow,-5.0,0.92
Partly Cloudy,snow,-6.1,0.99
Partly Cloudy,snow,-6.9,0.99
Clear,snow,-6.1,1.0
Partly Cloudy,snow,-4.0,0.92
Partly Cloudy,snow,-2.9,0.85
Clear,snow,-1.2,0.81
Clear,snow,-0.0,0.82
Clear,rain,0.1,0.8
Clear,rain,0.1,0.81
Clear,rain,0.1,0.81
Clear,snow,-0.9,0.86
Partly Cloudy,snow,-2.7,0.91
Foggy,snow,-3.8,0.99
Foggy,snow,-4.8,0.98
Foggy,snow,-3.9,0.99
Foggy,snow,-4.5,0.99
Foggy,snow,-5.2,0.99
Foggy,snow,-5.5,0.99
Foggy,snow,-6.2,1.0
Foggy,snow,-7.1,0.96
Foggy,snow,-6.8,0.99
Clear,snow,-7.3,1.0
Foggy,snow,-6.9,0.96
Foggy,snow,-6.3,0.92
Foggy,snow,-7.4,1.0
Foggy,snow,-7.5,0.99
Foggy,snow,-7.3,1.0
Foggy,snow,-6.1,0.93
Foggy,snow,-5.9,0.99
Foggy,snow,-4.8,0.99
Foggy,snow,-3.6,0.98
Foggy,snow,-2.4,0.95
Foggy,snow,-2.5,0.98
Partly Cloudy,snow,-2.6,0.98
Clear,snow,-2.6,0.97
Partly Cloudy,snow,-3.8,0.99
Foggy,snow,-4.9,0.99
Clear,snow,-5.7,0.99
Foggy,snow,-7.0,1.0
Foggy,snow,-7.0,0.96
Foggy,snow,-7.5,1.0
Foggy,snow,-7.1,0.96
Foggy,snow,-5.5,0.96
Mostly Cloudy,snow,-3.4,0.96
Foggy,snow,-7.5,0.96
Foggy,snow,-7.0,0.96
Foggy,snow,-7.9,0.99
Foggy,snow,-7.2,0.96
Foggy,snow,-7.7,1.0
Foggy,snow,-6.8,0.99
Foggy,snow,-5.2,0.93
Mostly Cloudy,snow,-4.1,1.0
Foggy,snow,-3.0,0.99
Foggy,snow,-2.7,1.0
Foggy,snow,-2.7,1.0
Mostly Cloudy,snow,-2.7,0.99
Overcast,snow,-2.6,1.0
Overcast,snow,-2.7,0.99
Overcast,snow,-2.6,0.98
Overcast,snow,-2.8,1.0
Overcast,snow,-2.9,1.0
Overcast,snow,-3.0,0.99
Overcast,snow,-3.0,0.92
Overcast,snow,-3.4,0.96
Overcast,snow,-3.4,0.96
Overcast,snow,-3.4,0.92
Foggy,snow,-7.6,0.96
Foggy,snow,-6.0,0.96
Foggy,snow,-7.7,0.96
Foggy,snow,-7.8,0.96
Foggy,snow,-8.4,0.96
Foggy,snow,-7.8,0.93
Foggy,snow,-7.8,0.93
Foggy,snow,-8.0,0.92
Foggy,snow,-7.9,1.0
Foggy,snow,-7.2,0.96
Foggy,snow,-6.3,0.99
Foggy,snow,-4.9,0.99
Foggy,snow,-4.8,0.99
Foggy,snow,-4.9,0.99
Foggy,snow,-3.7,0.99
Foggy,snow,-3.8,0.99
Foggy,snow,-4.8,0.99
Foggy,snow,-4.8,0.99
Foggy,snow,-4.8,0.99
Foggy,snow,-4.8,0.92
Foggy,snow,-4.9,0.92
Foggy,snow,-5.5,1.0
Foggy,snow,-5.9,0.99
Foggy,snow,-5.9,1.0
Foggy,snow,-5.4,0.96
Overcast,snow,-4.7,0.96
Foggy,snow,-6.0,0.99
Foggy,snow,-6.0,1.0
Foggy,snow,-5.6,0.95
Foggy,snow,-6.0,0.99
Foggy,snow,-5.0,0.92
Foggy,snow,-6.1,0.99
Foggy,snow,-6.0,0.99
Foggy,snow,-5.0,0.92
Foggy,snow,-5.1,0.93
Overcast,snow,-4.9,0.99
Overcast,snow,-4.9,0.99
Overcast,snow,-4.1,0.99
Overcast,snow,-3.9,0.92
Overcast,snow,-3.9,0.99
Foggy,snow,-4.0,0.98
Foggy,snow,-3.9,0.99
Foggy,snow,-3.9,0.92
Overcast,snow,-4.9,0.99
Foggy,snow,-5.0,0.99
Foggy,snow,-5.0,0.99
Overcast,snow,-4.5,0.99
Overcast,snow,-4.4,0.96
Overcast,snow,-3.4,0.96
Overcast,snow,-4.7,0.89
Overcast,snow,-3.4,0.92
Overcast,snow,-3.9,1.0
Overcast,snow,-3.3,0.96
Overcast,snow,-2.9,0.93
Overcast,snow,-3.9,1.0
Overcast,snow,-3.0,0.93
Overcast,snow,-2.9,0.93
Overcast,snow,-3.9,1.0
Overcast,snow,-3.0,0.93
Overcast,snow,-2.8,0.92
Overcast,snow,-2.8,0.92
Overcast,snow,-2.8,0.87
Overcast,snow,-2.8,0.86
Overcast,snow,-3.8,0.92
Overcast,snow,-3.8,0.91
Overcast,snow,-3.8,0.85
Overcast,snow,-3.8,0.85
Overcast,snow,-4.8,0.91
Overcast,snow,-4.9,0.92
Overcast,snow,-4.4,0.88
Overcast,snow,-5.0,0.89
Overcast,snow,-5.0,0.88
Overcast,snow,-4.5,0.84
Foggy,snow,-7.8,0.96
Mostly Cloudy,snow,-6.5,0.92
Partly Cloudy,snow,-6.6,0.92
Partly Cloudy,snow,-7.5,0.95
Overcast,snow,-7.7,0.99
Overcast,snow,-8.7,1.0
Overcast,snow,-8.6,0.99
Overcast,snow,-7.7,1.0
Overcast,snow,-6.1,0.88
Overcast,snow,-6.0,0.88
Overcast,snow,-5.0,0.84
Mostly Cloudy,snow,-3.9,0.79
Mostly Cloudy,snow,-2.8,0.79
Mostly Cloudy,snow,-2.8,0.78
Partly Cloudy,snow,-2.9,0.85
Partly Cloudy,snow,-3.9,0.85
Partly Cloudy,snow,-5.0,0.85
Partly Cloudy,snow,-6.2,1.0
Partly Cloudy,snow,-6.3,0.93
Foggy,snow,-7.7,1.0
Foggy,snow,-8.6,0.96
Foggy,snow,-8.7,0.99
Foggy,snow,-8.7,0.96
Foggy,snow,-7.6,0.96
Overcast,snow,-0.4,0.87
Foggy,snow,-7.2,0.96
Foggy,snow,-7.2,0.99
Foggy,snow,-6.1,0.96
Mostly Cloudy,snow,-4.2,0.85
Mostly Cloudy,snow,-4.0,0.85
Mostly Cloudy,snow,-4.0,0.93
Mostly Cloudy,snow,-2.9,0.86
Mostly Cloudy,snow,-2.8,0.92
Mostly Cloudy,snow,-2.1,0.88
Mostly Cloudy,snow,-1.1,0.88
Mostly Cloudy,snow,-0.1,0.85
Mostly Cloudy,rain,1.0,0.79
Mostly Cloudy,rain,1.0,0.79
Mostly Cloudy,rain,1.1,0.78
Mostly Cloudy,rain,0.0,0.85
Mostly Cloudy,rain,0.0,0.85
Overcast,rain,1.0,0.79
Overcast,rain,1.0,0.85
Overcast,rain,1.1,0.86
Overcast,rain,0.6,0.85
Overcast,rain,0.6,0.89
Overcast,rain,1.1,0.85
Overcast,rain,1.1,0.85
Overcast,rain,2.9,0.86
Overcast,rain,1.2,0.85
Overcast,rain,1.2,0.89
Overcast,rain,1.2,0.89
Overcast,rain,1.2,0.85
Overcast,rain,1.2,0.85
Overcast,rain,1.2,0.85
Overcast,rain,1.2,0.92
Overcast,rain,1.2,0.92
Mostly Cloudy,rain,2.3,0.85
Mostly Cloudy,rain,2.4,0.85
Mostly Cloudy,rain,2.5,0.84
Mostly Cloudy,rain,2.6,0.84
Mostly Cloudy,rain,2.5,0.91
Mostly Cloudy,rain,2.4,0.91
Mostly Cloudy,rain,2.1,0.92
Overcast,rain,2.3,0.92
Overcast,rain,2.3,0.92
Overcast,rain,2.4,0.92
Overcast,rain,2.3,0.92
Overcast,rain,1.8,0.95
Overcast,rain,2.4,0.91
Overcast,rain,2.3,0.92
Overcast,rain,2.3,0.92
Clear,rain,5.0,0.89
Overcast,rain,2.3,0.92
Overcast,rain,2.4,0.92
Mostly Cloudy,rain,2.4,0.91
Mostly Cloudy,rain,2.4,0.92
Mostly Cloudy,rain,2.9,0.95
Mostly Cloudy,rain,2.9,0.94
Mostly Cloudy,rain,2.9,0.95
Mostly Cloudy,rain,4.0,0.88
Mostly Cloudy,rain,5.1,0.86
Mostly Cloudy,rain,7.3,0.85
Mostly Cloudy,rain,9.1,0.76
Mostly Cloudy,rain,9.0,0.82
Mostly Cloudy,rain,10.1,0.85
Mostly Cloudy,rain,10.0,0.82
Mostly Cloudy,rain,7.5,0.91
Mostly Cloudy,rain,7.4,0.85
Overcast,rain,6.4,0.92
Mostly Cloudy,rain,6.2,0.92
Mostly Cloudy,rain,7.2,0.86
Overcast,rain,6.7,0.93
Mostly Cloudy,rain,7.2,0.89
Mostly Cloudy,rain,7.2,0.89
Mostly Cloudy,rain,7.1,0.89
Clear,rain,3.9,0.94
Clear,rain,4.3,0.92
Clear,rain,4.7,0.9
Clear,rain,3.3,0.93
Clear,rain,2.6,1.0
Clear,rain,2.5,0.96
Partly Cloudy,rain,2.0,1.0
Mostly Cloudy,rain,3.6,0.93
Mostly Cloudy,rain,4.8,0.87
Mostly Cloudy,rain,8.2,0.8
Partly Cloudy,rain,10.9,0.77
Partly Cloudy,rain,12.2,0.74
Partly Cloudy,rain,12.6,0.71
Partly Cloudy,rain,12.8,0.72
Mostly Cloudy,rain,12.3,0.74
Mostly Cloudy,rain,10.0,0.84
Mostly Cloudy,rain,9.0,0.88
Partly Cloudy,rain,7.8,0.95
Partly Cloudy,rain,7.6,0.95
Mostly Cloudy,rain,7.6,0.96
Partly Cloudy,rain,7.6,0.9
Partly Cloudy,rain,6.0,0.94
Partly Cloudy,rain,5.0,0.93
Mostly Cloudy,rain,17.7,0.93
Overcast,rain,17.7,0.87
Partly Cloudy,rain,12.9,0.73
Mostly Cloudy,rain,16.5,0.87
Mostly Cloudy,rain,16.0,0.84
Mostly Cloudy,rain,15.5,0.84
Mostly Cloudy,rain,15.0,0.83
Mostly Cloudy,rain,14.9,0.83
Mostly Cloudy,rain,16.8,0.76
Mostly Cloudy,rain,17.6,0.73
Mostly Cloudy,rain,17.6,0.74
Mostly Cloudy,rain,17.0,0.75
Overcast,rain,17.1,0.75
Overcast,rain,17.3,0.75
